MHT_CET,JEE_Main,Branch,Category,Gender,Allocated_College
57.93,62.77,IT,OPEN,Female,Not Allotted
60.59,97.37,IT,OBC,Female,Local City College
85.72,75.26,Mech,OBC,Female,WIT Solapur
88.9,71.41,Civil,SC,Male,VIT Pune
71.44,72.8,IT,SC,Male,Orchid Solapur
94.58,99.99,CS,OBC,Male,VIT Pune
60.08,60.02,CS,OPEN,Male,Local City College
84.01,99.99,CS,ST,Female,DY Patil Akurdi
66.83,79.21,IT,OBC,Male,Local City College
75.22,71.79,IT,EWS,Female,Orchid Solapur
85.71,99.99,Mech,SC,Male,DY Patil Akurdi
72.09,53.89,IT,OPEN,Male,Local City College
79.23,67.93,Civil,OPEN,Female,Orchid Solapur
99.99,50.35,EnTC,OBC,Female,COEP Pune
76.35,94.05,Mech,SC,Male,Sinhgad Pune
97.54,99.99,CS,OBC,Male,PICT Pune
68.05,99.99,Mech,SC,Female,Local City College
92.95,99.48,EnTC,OPEN,Female,PCCOE Pune
99.99,71.05,CS,OPEN,Female,COEP Pune
47.93,67.7,CS,OPEN,Female,Not Allotted
73.05,41.58,Civil,OBC,Female,Local City College
93.66,99.99,CS,OBC,Female,VIT Pune
81.95,84.38,IT,OPEN,Female,Sinhgad Pune
90.57,65.16,CS,OBC,Female,DY Patil Akurdi
75.94,99.99,EnTC,OPEN,Female,Orchid Solapur
86.3,55.54,Mech,OPEN,Female,WIT Solapur
82.66,83.13,IT,SC,Male,WIT Solapur
99.99,71.55,IT,OPEN,Female,COEP Pune
88.82,87.77,Civil,OBC,Female,WIT Solapur
90.06,73.73,EnTC,SC,Male,Walchand Sangli
78.82,45.98,Mech,ST,Female,Govt College Karad
77.69,76.51,IT,OPEN,Male,Orchid Solapur
78.51,95.98,CS,OPEN,Female,Orchid Solapur
90.92,74.42,IT,SC,Male,Walchand Sangli
78.69,90.5,EnTC,SC,Female,Govt College Karad
89.35,54.09,CS,SC,Male,VIT Pune
99.99,74.47,CS,OPEN,Male,COEP Pune
98.07,62.51,CS,OPEN,Female,PICT Pune
80.11,89.94,IT,OBC,Female,Sinhgad Pune
99.99,75.63,Mech,SC,Male,COEP Pune
78.88,88.8,CS,OPEN,Male,Orchid Solapur
54.43,96.75,EnTC,OPEN,Male,Not Allotted
69.88,88.83,Civil,SC,Female,Local City College
56.94,80.46,CS,OPEN,Male,Not Allotted
79.73,55.04,EnTC,OPEN,Male,Orchid Solapur
85.28,74.94,Civil,OPEN,Male,WIT Solapur
99.99,64.34,Civil,OPEN,Male,COEP Pune
89.9,68.12,CS,OBC,Female,DY Patil Akurdi
81.71,67.51,CS,OPEN,Female,Sinhgad Pune
97.44,55.4,CS,OPEN,Male,SPIT Mumbai
51.83,35.85,EnTC,OPEN,Female,Not Allotted
88.53,61.64,EnTC,OPEN,Female,WIT Solapur
96.56,78.87,EnTC,OBC,Male,SPIT Mumbai
62.82,48.04,CS,OPEN,Male,Local City College
99.99,75.31,CS,OBC,Female,COEP Pune
90.08,99.99,IT,OPEN,Female,DY Patil Akurdi
78.77,95.46,IT,OPEN,Male,Orchid Solapur
94.49,99.99,EnTC,OPEN,Male,VIT Pune
99.99,82.82,IT,OPEN,Male,COEP Pune
87.73,98.35,CS,OBC,Male,WIT Solapur
88.72,60.52,CS,OPEN,Male,WIT Solapur
78.11,62.11,CS,SC,Female,Govt College Karad
72.25,20.22,CS,OPEN,Male,Local City College
97.46,98.72,CS,OPEN,Male,SPIT Mumbai
72.16,99.99,CS,OPEN,Male,Local City College
86.07,63.94,CS,SC,Male,PCCOE Pune
77.84,69.92,CS,OPEN,Female,Orchid Solapur
92.18,59.92,EnTC,OPEN,Female,PCCOE Pune
90.0,82.65,CS,OPEN,Female,DY Patil Akurdi
99.99,97.5,EnTC,OPEN,Female,COEP Pune
77.35,40.14,EnTC,EWS,Female,Orchid Solapur
80.95,83.19,IT,OBC,Female,Sinhgad Pune
70.32,69.47,Civil,SC,Male,Orchid Solapur
78.34,77.27,CS,OBC,Male,Orchid Solapur
90.66,84.18,EnTC,OBC,Male,DY Patil Akurdi
96.35,71.24,Civil,OPEN,Female,SPIT Mumbai
71.17,72.93,Mech,OBC,Female,Local City College
98.04,70.72,CS,OPEN,Female,PICT Pune
99.99,94.41,CS,OPEN,Male,COEP Pune
91.2,83.38,CS,OBC,Female,PCCOE Pune
99.99,79.41,EnTC,SC,Male,COEP Pune
73.39,49.58,EnTC,OBC,Female,Local City College
66.33,67.43,CS,OBC,Male,Local City College
58.32,92.97,IT,OPEN,Female,Not Allotted
99.99,75.75,EnTC,OPEN,Male,COEP Pune
94.82,88.19,IT,OPEN,Male,VIT Pune
84.17,99.99,Mech,SC,Female,DY Patil Akurdi
89.2,95.77,EnTC,EWS,Female,DY Patil Akurdi
68.12,76.86,CS,OPEN,Male,Local City College
99.99,64.78,EnTC,OPEN,Female,COEP Pune
86.94,23.93,CS,OPEN,Female,WIT Solapur
86.64,71.63,IT,ST,Male,PCCOE Pune
95.89,68.48,Civil,OBC,Male,Walchand Sangli
92.22,82.81,Mech,OPEN,Male,PCCOE Pune
88.36,71.92,IT,EWS,Female,WIT Solapur
73.14,68.59,CS,SC,Male,Orchid Solapur
92.07,39.41,CS,OPEN,Female,PCCOE Pune
99.99,56.2,IT,EWS,Female,COEP Pune
99.99,84.53,CS,OPEN,Male,COEP Pune
99.99,99.99,IT,OPEN,Female,COEP Pune
77.33,73.05,CS,OPEN,Female,Orchid Solapur
70.16,81.56,CS,SC,Male,Orchid Solapur
83.11,94.05,CS,OBC,Male,Govt College Karad
85.84,58.78,Civil,OPEN,Female,WIT Solapur
99.99,82.34,EnTC,EWS,Male,COEP Pune
59.61,60.19,CS,OPEN,Male,Not Allotted
99.99,92.3,CS,SC,Female,COEP Pune
82.63,78.03,IT,OBC,Male,Govt College Karad
78.6,80.97,CS,OPEN,Male,Orchid Solapur
69.82,59.35,IT,OPEN,Female,Local City College
60.18,89.14,Mech,ST,Female,Local City College
97.35,99.99,EnTC,OPEN,Female,SPIT Mumbai
86.1,54.84,EnTC,OBC,Male,WIT Solapur
65.65,68.2,IT,OBC,Male,Local City College
65.57,79.63,Civil,SC,Female,Local City College
79.96,90.73,Civil,OPEN,Male,Orchid Solapur
99.99,63.81,IT,OPEN,Male,COEP Pune
81.11,18.34,CS,OPEN,Male,Sinhgad Pune
62.45,99.99,IT,ST,Male,Local City College
81.31,90.21,CS,OPEN,Female,Sinhgad Pune
80.91,40.14,EnTC,OPEN,Female,Sinhgad Pune
44.55,62.85,IT,EWS,Male,Not Allotted
84.19,99.99,CS,SC,Male,DY Patil Akurdi
81.54,99.99,CS,OPEN,Male,Sinhgad Pune
95.44,93.77,IT,EWS,Female,Walchand Sangli
99.99,71.48,Mech,OBC,Female,COEP Pune
99.99,76.66,IT,OPEN,Female,COEP Pune
80.97,72.38,EnTC,OPEN,Female,Sinhgad Pune
68.4,97.56,CS,OBC,Female,Local City College
99.99,57.48,IT,SC,Male,COEP Pune
85.89,58.88,IT,OPEN,Male,WIT Solapur
85.21,95.21,EnTC,OPEN,Female,WIT Solapur
84.64,74.11,CS,OPEN,Female,Govt College Karad
87.97,99.99,IT,OBC,Male,WIT Solapur
82.83,61.57,CS,OPEN,Female,Govt College Karad
76.4,73.9,CS,OPEN,Male,Orchid Solapur
76.8,56.55,Civil,OBC,Female,Orchid Solapur
84.51,75.15,CS,SC,Male,DY Patil Akurdi
76.85,45.43,CS,OBC,Female,Orchid Solapur
74.31,65.25,IT,OPEN,Male,Local City College
86.6,46.27,Mech,OPEN,Male,WIT Solapur
81.18,88.88,IT,OPEN,Female,Sinhgad Pune
99.99,89.33,EnTC,EWS,Female,COEP Pune
45.24,40.39,Mech,SC,Female,Not Allotted
99.99,99.99,CS,OPEN,Female,COEP Pune
99.99,99.99,IT,OPEN,Female,COEP Pune
53.9,75.92,IT,OBC,Male,Not Allotted
79.86,62.18,Mech,OBC,Female,Orchid Solapur
79.43,99.99,CS,OPEN,Female,Orchid Solapur
63.89,48.62,CS,SC,Female,Local City College
73.33,75.4,EnTC,SC,Female,Orchid Solapur
68.34,78.59,IT,OBC,Male,Local City College
99.99,99.99,IT,ST,Female,COEP Pune
99.04,82.19,IT,SC,Female,COEP Pune
99.99,65.03,CS,SC,Female,COEP Pune
95.83,55.98,IT,EWS,Female,Walchand Sangli
68.06,68.16,IT,OPEN,Male,Local City College
77.13,54.86,Civil,OPEN,Male,Orchid Solapur
92.34,75.96,CS,ST,Male,SPIT Mumbai
66.67,63.72,Mech,SC,Male,Local City College
95.69,45.12,EnTC,EWS,Male,Walchand Sangli
81.4,99.99,CS,OPEN,Female,Sinhgad Pune
79.38,65.05,EnTC,OBC,Male,Orchid Solapur
95.66,49.64,CS,OPEN,Male,Walchand Sangli
91.66,71.63,Civil,OBC,Female,PCCOE Pune
79.59,76.37,Mech,OPEN,Male,Orchid Solapur
99.99,40.07,CS,OPEN,Male,COEP Pune
68.78,81.63,CS,OPEN,Male,Local City College
94.24,54.06,IT,OBC,Male,VIT Pune
93.9,99.99,IT,OPEN,Female,VIT Pune
80.36,85.48,IT,OPEN,Male,Sinhgad Pune
89.89,67.0,CS,OPEN,Male,DY Patil Akurdi
66.23,60.1,EnTC,OPEN,Male,Local City College
98.86,72.9,CS,EWS,Male,VJTI Mumbai
82.23,87.26,Mech,OPEN,Male,Govt College Karad
77.16,74.49,Mech,OPEN,Female,Orchid Solapur
99.99,70.66,IT,SC,Male,COEP Pune
74.43,76.17,Mech,OBC,Male,Local City College
63.87,62.92,CS,SC,Female,Local City College
61.65,68.14,CS,OBC,Female,Local City College
94.09,33.28,EnTC,EWS,Male,VIT Pune
65.79,94.47,IT,OPEN,Female,Local City College
99.99,80.98,IT,EWS,Male,COEP Pune
53.77,59.53,Mech,SC,Male,Not Allotted
99.99,99.99,Civil,OBC,Male,COEP Pune
88.17,76.74,EnTC,OBC,Male,WIT Solapur
83.55,54.28,EnTC,OBC,Female,Govt College Karad
76.83,92.13,CS,OPEN,Female,Orchid Solapur
90.99,82.96,CS,OPEN,Female,DY Patil Akurdi
84.44,82.89,EnTC,EWS,Female,Govt College Karad
99.99,66.48,IT,OBC,Male,COEP Pune
86.71,84.01,IT,OPEN,Male,WIT Solapur
87.25,69.76,CS,SC,Male,PCCOE Pune
79.55,86.12,EnTC,OBC,Female,Orchid Solapur
84.15,36.9,CS,OPEN,Male,Govt College Karad
89.62,66.32,EnTC,SC,Male,VIT Pune
59.35,99.99,CS,SC,Male,Local City College
64.78,59.66,CS,OPEN,Female,Local City College
96.15,62.92,CS,EWS,Female,SPIT Mumbai
87.56,66.04,CS,OPEN,Female,WIT Solapur
82.24,50.7,Mech,OPEN,Female,Govt College Karad
85.28,30.83,CS,OPEN,Male,WIT Solapur
90.21,70.39,CS,OBC,Male,DY Patil Akurdi
76.9,77.72,IT,OPEN,Male,Orchid Solapur
73.33,73.95,IT,OPEN,Male,Local City College
87.94,72.1,CS,SC,Female,PCCOE Pune
70.32,75.86,CS,OPEN,Male,Local City College
91.12,95.46,Civil,SC,Male,SPIT Mumbai
59.46,71.19,EnTC,OBC,Female,Not Allotted
99.99,63.52,IT,EWS,Male,COEP Pune
92.09,69.38,IT,OBC,Male,PCCOE Pune
88.84,86.59,CS,OPEN,Female,WIT Solapur
99.74,99.99,CS,OPEN,Female,COEP Pune
99.99,62.44,EnTC,ST,Male,COEP Pune
99.99,76.98,Mech,SC,Male,COEP Pune
57.39,81.77,CS,OPEN,Male,Not Allotted
65.81,55.15,Mech,OBC,Male,Local City College
75.63,75.41,CS,OPEN,Male,Orchid Solapur
85.39,45.69,CS,EWS,Female,WIT Solapur
92.76,39.62,CS,EWS,Male,PCCOE Pune
74.11,82.33,CS,EWS,Male,Local City College
87.8,67.32,Civil,ST,Male,PCCOE Pune
73.67,79.05,IT,EWS,Male,Local City College
75.83,74.64,CS,OPEN,Male,Orchid Solapur
63.9,55.47,Civil,SC,Male,Local City College
71.15,74.09,Mech,SC,Male,Orchid Solapur
64.72,50.34,EnTC,EWS,Male,Local City College
70.36,99.99,Civil,OBC,Male,Local City College
99.99,47.88,CS,OPEN,Female,COEP Pune
70.76,71.08,Mech,OBC,Female,Local City College
99.99,54.15,EnTC,OBC,Male,COEP Pune
92.4,86.41,Mech,OPEN,Male,PCCOE Pune
87.77,68.37,EnTC,OPEN,Male,WIT Solapur
72.12,64.63,CS,OBC,Male,Local City College
95.5,92.06,EnTC,OPEN,Male,Walchand Sangli
76.37,75.59,CS,OPEN,Male,Orchid Solapur
86.83,85.33,CS,OPEN,Female,WIT Solapur
99.99,55.37,CS,EWS,Male,COEP Pune
83.56,46.9,Civil,SC,Female,WIT Solapur
99.99,77.14,CS,OPEN,Female,COEP Pune
74.45,68.62,IT,SC,Female,Orchid Solapur
84.48,87.53,IT,SC,Female,DY Patil Akurdi
99.99,73.4,Civil,OPEN,Female,COEP Pune
75.6,79.1,CS,OPEN,Female,Orchid Solapur
99.99,42.53,EnTC,OBC,Female,COEP Pune
95.62,99.99,Mech,OPEN,Female,Walchand Sangli
76.56,71.72,IT,SC,Female,Sinhgad Pune
94.49,88.95,IT,OPEN,Male,VIT Pune
99.59,58.28,EnTC,OPEN,Male,COEP Pune
94.33,81.16,Civil,EWS,Female,VIT Pune
61.45,48.94,EnTC,OPEN,Female,Local City College
74.09,84.04,CS,SC,Female,Orchid Solapur
81.29,67.88,Mech,OPEN,Male,Sinhgad Pune
83.88,75.58,IT,OPEN,Male,Govt College Karad
94.31,88.96,IT,OPEN,Female,VIT Pune
87.67,50.35,Mech,OPEN,Female,WIT Solapur
64.97,61.31,CS,OPEN,Female,Local City College
90.7,84.15,EnTC,OPEN,Female,DY Patil Akurdi
94.16,99.99,IT,OBC,Female,VIT Pune
93.4,72.24,Mech,OBC,Female,VIT Pune
99.99,86.82,CS,OPEN,Male,COEP Pune
97.51,72.86,IT,ST,Male,COEP Pune
91.89,99.99,Mech,OPEN,Male,PCCOE Pune
83.95,40.06,CS,OPEN,Female,Govt College Karad
60.09,76.89,CS,OBC,Female,Local City College
91.44,42.49,Civil,OPEN,Male,PCCOE Pune
88.12,24.87,CS,OPEN,Male,WIT Solapur
89.07,80.95,Civil,OPEN,Female,DY Patil Akurdi
65.85,77.79,CS,SC,Male,Local City College
68.78,69.3,IT,OBC,Male,Local City College
99.99,72.88,EnTC,OPEN,Male,COEP Pune
84.41,99.99,EnTC,OPEN,Male,Govt College Karad
95.22,69.84,IT,SC,Female,COEP Pune
85.42,85.2,IT,OBC,Female,WIT Solapur
85.45,62.01,Mech,OPEN,Female,WIT Solapur
99.07,80.9,CS,OPEN,Female,COEP Pune
77.26,70.24,IT,OPEN,Male,Orchid Solapur
86.44,66.79,CS,OBC,Male,WIT Solapur
78.07,99.99,IT,SC,Male,Govt College Karad
78.48,98.54,CS,OPEN,Female,Orchid Solapur
80.36,77.73,CS,OPEN,Female,Sinhgad Pune
88.33,28.92,IT,EWS,Female,WIT Solapur
77.82,67.78,CS,OBC,Female,Orchid Solapur
99.99,99.99,CS,OBC,Male,COEP Pune
71.58,70.39,EnTC,OPEN,Female,Local City College
82.2,97.06,IT,OBC,Male,Govt College Karad
78.4,99.99,Mech,OBC,Male,Orchid Solapur
99.99,79.38,EnTC,OPEN,Male,COEP Pune
87.95,58.16,CS,EWS,Female,WIT Solapur
99.99,26.29,EnTC,ST,Female,COEP Pune
62.72,88.68,CS,SC,Male,Local City College
89.01,58.7,EnTC,OBC,Male,DY Patil Akurdi
98.34,78.52,Civil,OPEN,Female,PICT Pune
86.23,50.0,IT,OPEN,Female,WIT Solapur
99.99,69.7,EnTC,OPEN,Female,COEP Pune
77.24,75.67,CS,SC,Female,Govt College Karad
99.99,80.37,IT,OPEN,Male,COEP Pune
99.99,52.7,Mech,ST,Male,COEP Pune
79.56,98.94,CS,OPEN,Male,Orchid Solapur
78.32,63.06,CS,OBC,Male,Orchid Solapur
99.99,41.51,IT,OBC,Male,COEP Pune
99.99,72.82,EnTC,OBC,Male,COEP Pune
77.16,75.69,IT,ST,Female,Govt College Karad
78.7,78.21,Civil,EWS,Male,Orchid Solapur
80.77,99.99,CS,OPEN,Female,Sinhgad Pune
64.83,70.27,IT,OPEN,Female,Local City College
71.22,72.61,EnTC,OPEN,Male,Local City College
69.94,52.94,CS,OBC,Female,Local City College
73.48,91.41,EnTC,OPEN,Male,Local City College
84.48,78.69,CS,SC,Male,DY Patil Akurdi
88.51,66.6,CS,OPEN,Female,WIT Solapur
99.99,36.91,CS,OBC,Female,COEP Pune
70.02,99.99,Civil,SC,Female,Orchid Solapur
99.76,50.45,IT,OBC,Female,COEP Pune
81.79,63.17,EnTC,OBC,Female,Sinhgad Pune
84.26,82.17,CS,OPEN,Female,Govt College Karad
95.12,51.07,IT,OPEN,Female,Walchand Sangli
68.16,45.13,IT,OBC,Female,Local City College
90.74,32.52,Civil,OPEN,Female,DY Patil Akurdi
87.5,89.42,EnTC,EWS,Male,WIT Solapur
92.39,64.1,EnTC,EWS,Male,PCCOE Pune
89.34,99.99,CS,SC,Female,VIT Pune
99.99,55.11,IT,OPEN,Female,COEP Pune
75.43,56.57,IT,SC,Female,Sinhgad Pune
77.04,63.69,Civil,OPEN,Male,Orchid Solapur
75.65,79.86,CS,OPEN,Male,Orchid Solapur
76.67,65.6,CS,OPEN,Female,Orchid Solapur
75.44,87.25,IT,OPEN,Female,Orchid Solapur
99.99,55.43,CS,OPEN,Female,COEP Pune
99.99,47.37,CS,OPEN,Female,COEP Pune
76.44,39.04,Mech,EWS,Male,Orchid Solapur
72.51,30.53,IT,OPEN,Male,Local City College
92.07,64.64,Mech,EWS,Female,PCCOE Pune
76.72,68.98,Mech,OPEN,Female,Orchid Solapur
94.49,62.37,CS,OPEN,Male,VIT Pune
88.04,99.87,IT,OBC,Male,WIT Solapur
62.26,99.56,CS,OBC,Female,Local City College
99.99,68.3,Civil,OPEN,Female,COEP Pune
99.99,39.12,IT,OPEN,Male,COEP Pune
75.81,63.67,IT,OPEN,Male,Orchid Solapur
79.18,63.0,CS,OPEN,Male,Orchid Solapur
89.29,61.86,IT,SC,Female,VIT Pune
90.02,61.05,CS,OBC,Male,DY Patil Akurdi
94.88,61.93,IT,OPEN,Female,VIT Pune
99.99,67.27,EnTC,ST,Male,COEP Pune
82.35,62.29,Mech,OPEN,Male,Govt College Karad
73.03,79.17,CS,SC,Male,Orchid Solapur
64.31,82.21,IT,SC,Female,Local City College
74.04,56.79,Mech,EWS,Female,Local City College
84.5,99.99,CS,OPEN,Male,Govt College Karad
99.99,55.4,Mech,OBC,Female,COEP Pune
77.24,42.64,CS,OPEN,Male,Orchid Solapur
88.36,82.62,EnTC,OBC,Female,WIT Solapur
84.75,58.65,IT,OPEN,Male,Govt College Karad
99.99,81.43,IT,OPEN,Male,COEP Pune
99.99,26.93,Mech,ST,Female,COEP Pune
77.04,99.99,CS,OPEN,Male,Orchid Solapur
77.66,88.45,CS,ST,Female,Govt College Karad
99.99,44.99,IT,ST,Male,COEP Pune
95.23,45.42,Mech,OBC,Female,Walchand Sangli
99.99,99.99,CS,OPEN,Male,COEP Pune
93.76,60.25,Mech,OPEN,Male,VIT Pune
79.61,58.32,IT,EWS,Female,Orchid Solapur
93.86,29.68,CS,OPEN,Male,VIT Pune
99.99,67.98,EnTC,OBC,Female,COEP Pune
97.31,70.45,CS,OBC,Male,SPIT Mumbai
92.61,89.31,IT,EWS,Male,PCCOE Pune
99.99,47.02,CS,SC,Male,COEP Pune
99.99,44.59,IT,OBC,Male,COEP Pune
99.99,84.02,EnTC,OPEN,Female,COEP Pune
94.73,95.13,IT,OPEN,Female,VIT Pune
82.49,43.58,IT,OPEN,Female,Govt College Karad
87.2,96.63,IT,ST,Male,PCCOE Pune
99.99,75.75,CS,SC,Female,COEP Pune
72.75,96.84,IT,SC,Female,Orchid Solapur
90.53,73.6,Civil,OBC,Male,DY Patil Akurdi
79.1,24.55,Mech,OBC,Female,Orchid Solapur
85.43,71.96,CS,OPEN,Male,WIT Solapur
99.99,96.2,CS,OPEN,Male,COEP Pune
87.87,57.13,Civil,OPEN,Female,WIT Solapur
85.7,67.24,IT,SC,Female,DY Patil Akurdi
64.6,71.48,IT,OPEN,Female,Local City College
96.19,17.01,EnTC,SC,Female,COEP Pune
94.68,99.99,CS,OBC,Male,VIT Pune
99.99,56.97,IT,OPEN,Female,COEP Pune
80.38,85.11,Civil,OPEN,Male,Sinhgad Pune
88.29,73.27,EnTC,OPEN,Female,WIT Solapur
88.74,99.99,CS,OPEN,Male,WIT Solapur
99.99,83.12,CS,SC,Female,COEP Pune
83.57,70.3,CS,OPEN,Female,Govt College Karad
89.19,57.13,EnTC,SC,Male,VIT Pune
94.12,90.96,CS,SC,Female,COEP Pune
87.8,37.53,CS,OPEN,Female,WIT Solapur
78.3,87.92,Civil,SC,Female,Govt College Karad
87.91,53.02,CS,OBC,Female,WIT Solapur
99.99,99.99,CS,SC,Male,COEP Pune
69.6,78.23,CS,OPEN,Male,Local City College
86.99,87.88,CS,OPEN,Female,WIT Solapur
74.5,76.64,IT,OPEN,Male,Local City College
99.99,39.95,Civil,OPEN,Female,COEP Pune
62.15,57.79,Mech,SC,Male,Local City College
76.62,88.45,IT,SC,Male,Sinhgad Pune
90.66,78.33,IT,EWS,Male,DY Patil Akurdi
99.99,98.62,IT,OPEN,Female,COEP Pune
84.01,83.07,CS,OPEN,Male,Govt College Karad
76.67,55.67,CS,OBC,Male,Orchid Solapur
99.99,59.08,Civil,OPEN,Female,COEP Pune
63.28,77.06,CS,OPEN,Male,Local City College
52.02,28.72,CS,OBC,Female,Not Allotted
91.6,99.99,IT,OPEN,Male,PCCOE Pune
77.47,83.83,IT,OBC,Female,Orchid Solapur
69.68,99.54,CS,OPEN,Male,Local City College
95.63,43.39,CS,OBC,Female,Walchand Sangli
88.66,99.89,IT,SC,Male,VIT Pune
76.54,99.99,EnTC,OPEN,Male,Orchid Solapur
65.8,48.58,CS,EWS,Female,Local City College
98.09,90.43,IT,OBC,Male,PICT Pune
94.75,75.02,IT,EWS,Male,VIT Pune
83.51,44.11,Mech,OPEN,Female,Govt College Karad
99.99,84.86,CS,OBC,Female,COEP Pune
68.95,91.67,CS,OPEN,Male,Local City College
62.12,62.98,IT,SC,Female,Local City College
74.62,98.32,EnTC,OBC,Male,Local City College
84.32,41.66,CS,OPEN,Female,Govt College Karad
88.65,45.1,IT,EWS,Female,WIT Solapur
81.38,77.73,CS,OPEN,Female,Sinhgad Pune
90.28,75.51,CS,OPEN,Female,DY Patil Akurdi
66.23,60.67,IT,OBC,Male,Local City College
99.99,91.19,CS,OBC,Female,COEP Pune
83.77,85.62,Mech,OPEN,Male,Govt College Karad
99.99,92.16,EnTC,OPEN,Male,COEP Pune
90.14,72.54,IT,EWS,Male,DY Patil Akurdi
91.85,87.05,IT,SC,Male,SPIT Mumbai
93.55,66.09,IT,OPEN,Male,VIT Pune
91.72,99.99,CS,OPEN,Female,PCCOE Pune
94.64,58.75,Mech,EWS,Female,VIT Pune
99.99,99.99,Civil,SC,Male,COEP Pune
87.95,75.7,CS,EWS,Male,WIT Solapur
95.64,47.49,CS,OPEN,Female,Walchand Sangli
83.65,99.99,CS,SC,Male,WIT Solapur
99.99,77.52,EnTC,SC,Female,COEP Pune
74.85,92.02,EnTC,OPEN,Male,Local City College
99.99,99.48,Mech,OBC,Female,COEP Pune
84.4,81.76,EnTC,OBC,Female,Govt College Karad
63.54,63.16,IT,OPEN,Male,Local City College
86.92,94.51,EnTC,SC,Female,PCCOE Pune
74.78,75.02,EnTC,SC,Male,Orchid Solapur
97.61,88.72,IT,ST,Female,COEP Pune
75.21,31.93,IT,SC,Female,Sinhgad Pune
78.31,83.94,EnTC,OPEN,Male,Orchid Solapur
56.66,62.23,IT,OPEN,Female,Not Allotted
78.22,99.99,EnTC,SC,Female,Govt College Karad
48.64,87.46,EnTC,OPEN,Male,Not Allotted
61.24,79.8,EnTC,OPEN,Female,Local City College
96.41,84.73,EnTC,OBC,Male,SPIT Mumbai
96.79,55.03,IT,OPEN,Male,SPIT Mumbai
91.38,99.99,EnTC,OBC,Female,PCCOE Pune
70.5,99.99,IT,OPEN,Male,Local City College
84.28,82.86,CS,OPEN,Female,Govt College Karad
84.95,99.99,CS,EWS,Female,Govt College Karad
67.62,63.62,IT,SC,Male,Local City College
99.99,59.06,IT,SC,Female,COEP Pune
98.16,75.82,Civil,OBC,Female,PICT Pune
81.69,83.7,IT,SC,Female,WIT Solapur
85.4,67.12,IT,SC,Male,DY Patil Akurdi
88.13,85.76,CS,OBC,Male,WIT Solapur
54.37,81.13,CS,EWS,Female,Not Allotted
81.29,55.03,EnTC,OPEN,Male,Sinhgad Pune
74.77,85.38,CS,EWS,Female,Local City College
69.98,92.27,EnTC,OPEN,Female,Local City College
80.78,78.43,EnTC,OBC,Male,Sinhgad Pune
99.99,98.05,IT,OPEN,Male,COEP Pune
94.61,50.65,Mech,OBC,Male,VIT Pune
76.43,84.36,IT,OBC,Female,Orchid Solapur
93.59,51.59,CS,EWS,Male,VIT Pune
99.99,52.72,Mech,EWS,Female,COEP Pune
98.87,62.38,Mech,EWS,Female,VJTI Mumbai
85.89,56.16,CS,OPEN,Female,WIT Solapur
75.3,64.04,CS,EWS,Male,Orchid Solapur
95.47,70.72,CS,OPEN,Male,Walchand Sangli
90.9,91.74,CS,ST,Male,Walchand Sangli
98.43,68.58,Civil,OPEN,Female,PICT Pune
94.53,43.29,IT,OBC,Female,VIT Pune
99.99,97.8,IT,EWS,Male,COEP Pune
76.97,58.26,Mech,EWS,Male,Orchid Solapur
99.99,73.83,IT,OBC,Male,COEP Pune
87.96,83.93,CS,SC,Male,PCCOE Pune
99.99,78.99,Civil,OPEN,Male,COEP Pune
74.66,96.88,Mech,SC,Male,Orchid Solapur
99.99,84.58,Mech,OBC,Male,COEP Pune
87.97,57.77,IT,OPEN,Male,WIT Solapur
75.23,99.99,EnTC,OPEN,Male,Orchid Solapur
77.74,78.89,CS,OPEN,Female,Orchid Solapur
80.19,72.05,IT,SC,Male,WIT Solapur
91.36,94.28,Civil,OPEN,Male,PCCOE Pune
92.84,79.99,CS,OPEN,Female,PCCOE Pune
76.39,82.98,EnTC,OPEN,Female,Orchid Solapur
84.63,99.99,IT,OBC,Female,Govt College Karad
99.99,69.5,CS,SC,Female,COEP Pune
99.99,68.64,EnTC,OBC,Female,COEP Pune
91.54,77.33,CS,OBC,Female,PCCOE Pune
85.57,96.43,EnTC,OPEN,Female,WIT Solapur
86.8,44.87,CS,OPEN,Male,WIT Solapur
94.2,35.69,Civil,ST,Male,COEP Pune
69.66,63.26,CS,OPEN,Male,Local City College
81.14,42.32,CS,OPEN,Female,Sinhgad Pune
59.97,66.5,CS,SC,Male,Local City College
90.99,85.05,Civil,OPEN,Female,DY Patil Akurdi
94.71,57.19,EnTC,SC,Male,COEP Pune
77.75,46.46,EnTC,OPEN,Female,Orchid Solapur
99.99,76.39,IT,SC,Male,COEP Pune
66.61,92.25,IT,OPEN,Male,Local City College
63.03,41.1,CS,OPEN,Male,Local City College
88.37,91.4,IT,OPEN,Male,WIT Solapur
99.99,91.35,CS,SC,Male,COEP Pune
99.99,94.08,Civil,EWS,Male,COEP Pune
78.12,99.37,EnTC,OPEN,Male,Orchid Solapur
99.99,99.99,IT,SC,Female,COEP Pune
84.42,67.88,CS,OBC,Female,Govt College Karad
82.41,77.19,EnTC,EWS,Male,Govt College Karad
98.25,66.67,CS,SC,Male,COEP Pune
94.78,75.04,CS,OPEN,Male,VIT Pune
61.35,99.99,CS,SC,Male,Local City College
99.99,48.1,IT,OBC,Female,COEP Pune
99.99,57.78,EnTC,OPEN,Female,COEP Pune
75.62,99.99,CS,OPEN,Male,Orchid Solapur
